game_id,home_team,away_team,posteam,Total_EPA,Total_Yards_Gained,Air_Yards,Turnovers,Total_Rush_Attempts,Total_Pass_Attempts,total_away_score,total_home_score,Winner,MA_EPA,MA_yards_gained,MA_air_yards,MA_turnovers,MA_rush_attempts,MA_pass_attempts
2019120104,JAX,TB,TB,-4.604027353,315,337,1,31,37,26,11,Away,4.893968764,413,408,2.5,23.5,44.75
2019121502,DET,TB,TB,14.37341857,495,468,1,29,44,38,17,Away,0.141650805,409,373,2.75,25.25,42
2019091900,JAX,TEN,TEN,-5.107737918,340,431,0,26,49,7,20,Home,1.547561999,291,147,0,26,30
2019092900,ATL,TEN,TEN,8.21597831,365,131,0,34,27,24,10,Away,-0.670871307,307,241,0,26,36.33333333
2019101309,DEN,TEN,TEN,-23.04690623,204,320,3,21,41,0,16,Home,-3.799112998,300,201,0,27.75,33.75
2019110302,CAR,TEN,TEN,-4.500147929,431,304,3,21,44,20,30,Home,-6.436312573,276,241,1.25,24.5,34
2019120103,IND,TEN,TEN,-1.770002636,292,167,2,30,28,31,17,Away,6.885387129,380,257,1.75,25.5,30.5
2019120812,OAK,TEN,TEN,25.43004449,552,294,1,32,27,42,21,Away,7.007423786,391,214,2,27.75,28.5
2019122906,HOU,TEN,TEN,28.53991201,467,284,0,39,21,35,14,Away,9.12248624,418,271,1.25,29,31.5
2019092907,NYG,WAS,WAS,-20.84118231,176,256,4,17,31,3,24,Home,3.697890081,336,266,1.666666667,17,44
2019101305,MIA,WAS,WAS,-5.269143698,311,222,0,33,25,17,16,Away,-10.77361029,252,227,2.75,18.75,37.75
2019102400,MIN,WAS,WAS,-6.260880942,216,139,2,16,25,9,19,Home,-15.05961375,216,176,1.75,24,26
2019110301,BUF,WAS,WAS,-7.399399386,243,144,0,23,26,9,24,Home,-11.4145384,226,146,1.25,23.75,24.5
2019120101,CAR,WAS,WAS,5.728248538,362,204,0,30,31,29,21,Away,-9.081232345,229,232,1.25,20.75,31.75
2019120803,GB,WAS,WAS,-5.254687055,262,255,1,29,31,15,20,Home,-6.083949975,265,249,0.75,24.25,33.25
2019122904,DAL,WAS,WAS,-20.50155866,271,241,2,20,39,16,47,Home,5.608743191,334,241,0.5,26.75,33
